timestamp,type,advances,declines,unchanged,advance_decline_ratio,market_sentiment,sector,change_percent,volume
2025-11-01T21:13:34.207012,sector_performance,,,,,,Realty,-0.25789602179276316,159700.0
2025-11-01T21:13:34.207012,sector_performance,,,,,,Energy,-0.4331170446358116,3936500.0
2025-11-01T21:15:54.541090,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-11-01T21:15:54.541090,sector_performance,,,,,,Banking,-1.3288181110963981,4443200.0
2025-11-01T21:15:54.541090,sector_performance,,,,,,IT,-0.5069727733119337,4923401.0
2025-11-01T21:15:54.541090,sector_performance,,,,,,Pharma,-0.48182483889253475,3847029.0
2025-11-01T21:15:54.541090,sector_performance,,,,,,Auto,-0.27989481569099284,391600.0
2025-11-01T21:15:54.541090,sector_performance,,,,,,FMCG,-0.5744407052486811,51700.0
2025-11-01T21:15:54.541090,sector_performance,,,,,,Metal,-0.9811185277891552,1018800.0
2025-11-01T21:15:54.541090,sector_performance,,,,,,Realty,-0.25789602179276316,159700.0
2025-11-01T21:15:54.541090,sector_performance,,,,,,Energy,-0.4331170446358116,3936500.0
2025-11-01T21:17:51.490061,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-11-01T21:17:51.490061,sector_performance,,,,,,Banking,-1.3288181110963981,4443200.0
2025-11-01T21:17:51.490061,sector_performance,,,,,,IT,-0.5069727733119337,4923401.0
2025-11-01T21:17:51.490061,sector_performance,,,,,,Pharma,-0.48182483889253475,3847029.0
2025-11-01T21:17:51.490061,sector_performance,,,,,,Auto,-0.27989481569099284,391600.0
2025-11-01T21:17:51.490061,sector_performance,,,,,,FMCG,-0.5744407052486811,51700.0
2025-11-01T21:17:51.490061,sector_performance,,,,,,Metal,-0.9811185277891552,1018800.0
2025-11-01T21:17:51.490061,sector_performance,,,,,,Realty,-0.25789602179276316,159700.0
2025-11-01T21:17:51.490061,sector_performance,,,,,,Energy,-0.4331170446358116,3936500.0
2025-11-01T21:20:00.388559,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-11-01T21:20:00.388559,sector_performance,,,,,,Banking,-1.3288181110963981,4443200.0
2025-11-01T21:20:00.388559,sector_performance,,,,,,IT,-0.5069727733119337,4923401.0
2025-11-01T21:20:00.388559,sector_performance,,,,,,Pharma,-0.48182483889253475,3847029.0
2025-11-01T21:20:00.388559,sector_performance,,,,,,Auto,-0.27989481569099284,391600.0
2025-11-01T21:20:00.388559,sector_performance,,,,,,FMCG,-0.5744407052486811,51700.0
2025-11-01T21:20:00.388559,sector_performance,,,,,,Metal,-0.9811185277891552,1018800.0
2025-11-01T21:20:00.388559,sector_performance,,,,,,Realty,-0.25789602179276316,159700.0
2025-11-01T21:20:00.388559,sector_performance,,,,,,Energy,-0.4331170446358116,3936500.0
2025-11-01T21:21:58.152908,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-11-01T21:21:58.152908,sector_performance,,,,,,Banking,-1.3288181110963981,4443200.0
2025-11-01T21:21:58.152908,sector_performance,,,,,,IT,-0.5069727733119337,4923401.0
2025-11-01T21:21:58.152908,sector_performance,,,,,,Pharma,-0.48182483889253475,3847029.0
2025-11-01T21:21:58.152908,sector_performance,,,,,,Auto,-0.27989481569099284,391600.0
2025-11-01T21:21:58.152908,sector_performance,,,,,,FMCG,-0.5744407052486811,51700.0
2025-11-01T21:21:58.152908,sector_performance,,,,,,Metal,-0.9811185277891552,1018800.0
2025-11-01T21:21:58.152908,sector_performance,,,,,,Realty,-0.25789602179276316,159700.0
2025-11-01T21:21:58.152908,sector_performance,,,,,,Energy,-0.4331170446358116,3936500.0
2025-11-01T21:23:46.298294,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-11-01T21:23:46.298294,sector_performance,,,,,,Banking,-1.3288181110963981,4443200.0
2025-11-01T21:23:46.298294,sector_performance,,,,,,IT,-0.5069727733119337,4923401.0
2025-11-01T21:23:46.298294,sector_performance,,,,,,Pharma,-0.48182483889253475,3847029.0
2025-11-01T21:23:46.298294,sector_performance,,,,,,Auto,-0.27989481569099284,391600.0
2025-11-01T21:23:46.298294,sector_performance,,,,,,FMCG,-0.5744407052486811,51700.0
